                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.1092,                0.85963,                 1.3275,                 0.8335,                 0.4514,                0.51446,                 0.3485,                 1.1681,                 1.2595,                 1.3429,                0.03023,              0.0032302,              0.0032302
                     38,                 1.0898,                0.86603,                 1.2908,                0.79999,                0.46447,                0.49832,                0.33105,                 1.1962,                 1.2931,                 1.4268,               0.028268,              0.0032679,              0.0032679
                     39,                  1.037,                0.85643,                  1.292,                0.78771,                0.51634,                0.53748,                0.37038,                 1.0795,                 1.2187,                 1.3219,               0.026303,               0.003303,               0.003303
                     40,                 1.0691,                0.85157,                 1.2717,                0.78771,                0.51634,                0.53748,                0.37038,                 1.0795,                 1.2187,                 1.3219,               0.024335,              0.0033353,              0.0033353
                     41,                  1.079,                0.79298,                 1.3055,                 0.8117,                0.51056,                0.57205,                0.37119,                 1.2133,                 1.1581,                 1.3604,               0.022365,               0.003365,               0.003365
                     42,                 1.0858,                0.75345,                 1.2673,                0.86864,                0.53973,                 0.5884,                0.41882,                 1.0128,                0.96366,                  1.272,               0.020392,              0.0033919,              0.0033919
                     43,                 1.1293,                0.88819,                  1.318,                0.86864,                0.53973,                 0.5884,                0.41882,                 1.0128,                0.96366,                  1.272,               0.018416,              0.0034162,              0.0034162
                     44,                 1.2381,                0.92224,                 1.3292,                0.85927,                0.56377,                0.59131,                0.42391,                 1.0389,                0.97791,                 1.3123,               0.016438,              0.0034377,              0.0034377
                     45,                 1.0293,                0.81442,                 1.2853,                0.85927,                0.56377,                0.59131,                0.42391,                 1.0389,                0.97791,                 1.3123,               0.014457,              0.0034565,              0.0034565
                     46,                  1.049,                0.80048,                 1.2751,                0.88701,                0.53091,                0.57651,                0.38774,                 1.1978,                0.99059,                 1.3997,               0.012473,              0.0034726,              0.0034726
                     47,                0.98353,                0.81062,                 1.2716,                0.88701,                0.53091,                0.57651,                0.38774,                 1.1978,                0.99059,                 1.3997,               0.010486,              0.0034861,              0.0034861
                     48,                 1.0731,                0.79193,                 1.2823,                0.87412,                0.51704,                0.57934,                0.42142,                 1.0231,                0.89994,                 1.2758,              0.0084968,              0.0034968,              0.0034968
                     49,                 1.0314,                0.78672,                 1.2831,                0.87412,                0.51704,                0.57934,                0.42142,                 1.0231,                0.89994,                 1.2758,              0.0065048,              0.0035048,              0.0035048
                     50,                 1.1001,                0.82362,                 1.2954,                 0.9154,                0.50571,                0.59816,                0.43783,                  1.015,                0.85371,                 1.2788,              0.0045101,              0.0035101,              0.0035101
                     51,                0.91202,                0.76734,                  1.247,                 0.9154,                0.50571,                0.59816,                0.43783,                  1.015,                0.85371,                 1.2788,              0.0034779,              0.0034779,              0.0034779
                     52,                  1.095,                0.82058,                 1.2965,                0.87328,                0.53216,                0.58633,                0.39656,                  1.213,                0.94271,                  1.354,              0.0034102,              0.0034102,              0.0034102
                     53,                0.92901,                0.74978,                 1.2352,                0.87328,                0.53216,                0.58633,                0.39656,                  1.213,                0.94271,                  1.354,              0.0033426,              0.0033426,              0.0033426
                     54,                 1.0914,                0.74842,                 1.2689,                0.86152,                0.48523,                0.57482,                0.41519,                 1.0444,                 1.0164,                 1.2778,               0.003275,               0.003275,               0.003275
                     55,                0.88378,                0.73352,                 1.2328,                0.86152,                0.48523,                0.57482,                0.41519,                 1.0444,                 1.0164,                 1.2778,              0.0032073,              0.0032073,              0.0032073
                     56,                0.94355,                0.75159,                 1.2303,                 0.8777,                0.54581,                 0.5945,                0.42512,                 1.0363,                0.87569,                 1.2999,              0.0031397,              0.0031397,              0.0031397
                     57,                0.98752,                0.76255,                 1.2591,                 0.8777,                0.54581,                 0.5945,                0.42512,                 1.0363,                0.87569,                 1.2999,               0.003072,               0.003072,               0.003072
                     58,                0.83824,                0.69513,                 1.2206,                0.90137,                0.56908,                0.60798,                0.44503,                0.97935,                0.78321,                 1.2479,              0.0030044,              0.0030044,              0.0030044
                     59,                 0.9064,                0.71423,                 1.2445,                0.90137,                0.56908,                0.60798,                0.44503,                0.97935,                0.78321,                 1.2479,              0.0029367,              0.0029367,              0.0029367
                     60,                0.98016,                 0.7569,                 1.2374,                0.90334,                0.51245,                0.57089,                0.41301,                 1.0237,                0.84051,                 1.2568,              0.0028691,              0.0028691,              0.0028691
                     61,                0.97519,                0.73876,                 1.2432,                0.90334,                0.51245,                0.57089,                0.41301,                 1.0237,                0.84051,                 1.2568,              0.0028015,              0.0028015,              0.0028015
                     62,                0.83944,                0.67235,                 1.1848,                0.89488,                0.48897,                0.54789,                0.40708,                0.95309,                 0.8605,                 1.2446,              0.0027338,              0.0027338,              0.0027338
                     63,                 0.8876,                0.69096,                 1.1581,                0.89488,                0.48897,                0.54789,                0.40708,                0.95309,                 0.8605,                 1.2446,              0.0026662,              0.0026662,              0.0026662
                     64,                0.95261,                 0.7755,                 1.1932,                0.87795,                0.59247,                0.59184,                 0.4414,                0.91872,                0.74438,                 1.2308,              0.0025985,              0.0025985,              0.0025985
                     65,                0.72749,                0.65933,                 1.1613,                0.87795,                0.59247,                0.59184,                 0.4414,                0.91872,                0.74438,                 1.2308,              0.0025309,              0.0025309,              0.0025309
                     66,                0.82647,                0.70575,                 1.1804,                0.90621,                0.57611,                0.61502,                0.44993,                0.93944,                0.72898,                 1.2303,              0.0024632,              0.0024632,              0.0024632
                     67,                0.89767,                0.66789,                 1.1869,                0.90621,                0.57611,                0.61502,                0.44993,                0.93944,                0.72898,                 1.2303,              0.0023956,              0.0023956,              0.0023956
                     68,                0.90019,                0.67463,                 1.1788,                0.90628,                0.57777,                0.61625,                0.46131,                0.88979,                0.71943,                 1.2201,               0.002328,               0.002328,               0.002328
                     69,                0.87239,                0.76305,                 1.1931,                0.90628,                0.57777,                0.61625,                0.46131,                0.88979,                0.71943,                 1.2201,              0.0022603,              0.0022603,              0.0022603
                     70,                0.90318,                0.67986,                 1.1638,                 0.8574,                0.54289,                0.60515,                0.45676,                0.88735,                 0.7805,                 1.2409,              0.0021927,              0.0021927,              0.0021927
                     71,                0.83288,                0.65582,                 1.2009,                 0.8574,                0.54289,                0.60515,                0.45676,                0.88735,                 0.7805,                 1.2409,               0.002125,               0.002125,               0.002125
                     72,                 1.0244,                0.73231,                 1.2158,                0.83146,                  0.521,                0.59328,                0.44077,                0.88346,                0.83969,                 1.2313,              0.0020574,              0.0020574,              0.0020574
                     73,                0.76051,                0.65409,                 1.1811,                0.83146,                  0.521,                0.59328,                0.44077,                0.88346,                0.83969,                 1.2313,              0.0019898,              0.0019898,              0.0019898
                     74,                0.72443,                0.68968,                 1.1947,                0.82536,                0.51225,                0.56593,                0.42125,                0.94455,                0.87051,                 1.2484,              0.0019221,              0.0019221,              0.0019221
                     75,                 0.8874,                0.67267,                 1.1796,                0.82536,                0.51225,                0.56593,                0.42125,                0.94455,                0.87051,                 1.2484,              0.0018545,              0.0018545,              0.0018545
                     76,                0.79984,                0.63353,                 1.1905,                0.86601,                0.55624,                0.58724,                 0.4382,                0.92659,                0.77232,                 1.2431,              0.0017868,              0.0017868,              0.0017868
                     77,                0.81981,                0.63244,                 1.1498,                0.86601,                0.55624,                0.58724,                 0.4382,                0.92659,                0.77232,                 1.2431,              0.0017192,              0.0017192,              0.0017192
                     78,                 0.9229,                0.68702,                 1.1553,                0.90594,                0.57312,                0.60802,                0.46004,                0.86808,                0.68571,                 1.2168,              0.0016515,              0.0016515,              0.0016515
                     79,                0.89891,                 0.6249,                 1.1751,                0.90594,                0.57312,                0.60802,                0.46004,                0.86808,                0.68571,                 1.2168,              0.0015839,              0.0015839,              0.0015839
                     80,                0.81236,                0.65664,                 1.1699,                0.91641,                0.56841,                 0.6136,                0.46844,                0.84654,                0.64326,                 1.2017,              0.0015163,              0.0015163,              0.0015163
                     81,                0.74065,                0.60146,                  1.126,                0.91641,                0.56841,                 0.6136,                0.46844,                0.84654,                0.64326,                 1.2017,              0.0014486,              0.0014486,              0.0014486
                     82,                0.75825,                0.62562,                 1.1617,                0.92513,                0.58072,                0.62345,                0.47952,                0.85631,                0.61226,                 1.2049,               0.001381,               0.001381,               0.001381
                     83,                0.74038,                0.65355,                 1.1885,                0.92513,                0.58072,                0.62345,                0.47952,                0.85631,                0.61226,                 1.2049,              0.0013133,              0.0013133,              0.0013133
                     84,                0.80507,                0.60401,                 1.1666,                0.93037,                0.58632,                0.62997,                0.48328,                0.86538,                0.60813,                 1.2119,              0.0012457,              0.0012457,              0.0012457
                     85,                0.80271,                0.63227,                 1.1678,                0.93037,                0.58632,                0.62997,                0.48328,                0.86538,                0.60813,                 1.2119,               0.001178,               0.001178,               0.001178
                     86,                0.72233,                0.57136,                 1.1572,                0.93347,                0.59192,                  0.634,                0.49475,                0.80961,                0.60153,                 1.1872,              0.0011104,              0.0011104,              0.0011104
                     87,                 0.8521,                0.60928,                 1.1417,                0.93347,                0.59192,                  0.634,                0.49475,                0.80961,                0.60153,                 1.1872,              0.0010428,              0.0010428,              0.0010428
                     88,                0.75185,                0.61008,                 1.1403,                0.94094,                0.59008,                0.64013,                0.50362,                0.78619,                0.58607,                 1.1781,             0.00097512,             0.00097512,             0.00097512
                     89,                0.84358,                0.62342,                 1.1407,                0.94094,                0.59008,                0.64013,                0.50362,                0.78619,                0.58607,                 1.1781,             0.00090747,             0.00090747,             0.00090747
                     90,                0.92437,                0.63265,                 1.1589,                0.93744,                0.61603,                0.64268,                0.50703,                0.76896,                0.56688,                  1.175,             0.00083983,             0.00083983,             0.00083983
                     91,                0.73431,                0.76264,                 1.1932,                0.93744,                0.61603,                0.64268,                0.50703,                0.76896,                0.56688,                  1.175,             0.00077219,             0.00077219,             0.00077219
                     92,                0.73219,                0.79751,                 1.1381,                0.93445,                0.62006,                0.64225,                0.50449,                  0.796,                0.57982,                  1.189,             0.00070455,             0.00070455,             0.00070455
                     93,                0.66794,                0.68031,                 1.1686,                0.93445,                0.62006,                0.64225,                0.50449,                  0.796,                0.57982,                  1.189,              0.0006369,              0.0006369,              0.0006369
                     94,                0.66312,                0.66957,                 1.1088,                0.91302,                0.63122,                0.64099,                0.49655,                0.81586,                0.60473,                 1.1965,             0.00056926,             0.00056926,             0.00056926
                     95,                0.72675,                0.70356,                   1.13,                0.91302,                0.63122,                0.64099,                0.49655,                0.81586,                0.60473,                 1.1965,             0.00050162,             0.00050162,             0.00050162
                     96,                0.68918,                0.66316,                 1.1181,                0.93428,                 0.5991,                0.63309,                0.49081,                0.81307,                0.63296,                 1.1933,             0.00043398,             0.00043398,             0.00043398
                     97,                0.60326,                0.55908,                 1.0918,                0.93428,                 0.5991,                0.63309,                0.49081,                0.81307,                0.63296,                 1.1933,             0.00036633,             0.00036633,             0.00036633
                     98,                0.65482,                0.58006,                 1.1293,                0.93894,                0.58535,                0.62903,                0.49165,                0.80785,                0.64864,                 1.1878,             0.00029869,             0.00029869,             0.00029869
                     99,                0.63262,                 0.5909,                 1.1074,                0.93894,                0.58535,                0.62903,                0.49165,                0.80785,                0.64864,                 1.1878,             0.00023105,             0.00023105,             0.00023105
                    100,                0.59262,                0.58233,                 1.1011,                0.92314,                0.60572,                0.62778,                0.49217,                0.79884,                0.64242,                 1.1851,             0.00016341,             0.00016341,             0.00016341
