                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.0473,                0.79703,                 1.2652,                0.83123,                0.56659,                0.59301,                0.46353,                0.86325,                 1.1051,                 1.2218,               0.012473,              0.0034726,              0.0034726
                     47,                0.93775,                0.72881,                 1.2213,                0.83123,                0.56659,                0.59301,                0.46353,                0.86325,                 1.1051,                 1.2218,               0.010486,              0.0034861,              0.0034861
                     48,                 1.0324,                 0.7661,                 1.2523,                0.89063,                0.55171,                0.60177,                0.42859,                 1.0792,                0.98013,                 1.3732,              0.0084968,              0.0034968,              0.0034968
                     49,                0.95394,                 0.7542,                 1.2643,                0.89063,                0.55171,                0.60177,                0.42859,                 1.0792,                0.98013,                 1.3732,              0.0065048,              0.0035048,              0.0035048
                     50,                  1.213,                0.78574,                 1.2769,                0.89887,                0.53296,                0.59779,                0.42866,                 1.0346,                0.88401,                 1.3066,              0.0045101,              0.0035101,              0.0035101
                     51,                0.99224,                0.73468,                 1.2306,                0.89887,                0.53296,                0.59779,                0.42866,                 1.0346,                0.88401,                 1.3066,              0.0034779,              0.0034779,              0.0034779
                     52,                0.88469,                0.73074,                 1.2427,                0.86592,                0.54288,                0.56936,                0.42915,                  1.011,                0.98853,                 1.3453,              0.0034102,              0.0034102,              0.0034102
                     53,                0.92205,                0.71946,                 1.2059,                0.86592,                0.54288,                0.56936,                0.42915,                  1.011,                0.98853,                 1.3453,              0.0033426,              0.0033426,              0.0033426
                     54,                0.95034,                0.72879,                 1.2001,                0.87382,                0.56681,                0.57846,                0.45053,                0.97031,                0.98804,                 1.3137,               0.003275,               0.003275,               0.003275
                     55,                0.96413,                0.71694,                 1.2142,                0.87382,                0.56681,                0.57846,                0.45053,                0.97031,                0.98804,                 1.3137,              0.0032073,              0.0032073,              0.0032073
                     56,                 1.2314,                0.76576,                 1.2423,                0.92096,                0.58597,                0.61146,                0.48094,                0.91458,                0.89626,                  1.286,              0.0031397,              0.0031397,              0.0031397
                     57,                0.96191,                0.74582,                 1.2574,                0.92096,                0.58597,                0.61146,                0.48094,                0.91458,                0.89626,                  1.286,               0.003072,               0.003072,               0.003072
                     58,                 1.0357,                0.75242,                 1.2227,                0.92311,                0.55877,                0.61999,                 0.4721,                0.98546,                0.79298,                  1.314,              0.0030044,              0.0030044,              0.0030044
                     59,                0.92962,                0.79001,                 1.2313,                0.92311,                0.55877,                0.61999,                 0.4721,                0.98546,                0.79298,                  1.314,              0.0029367,              0.0029367,              0.0029367
                     60,                0.90198,                0.69655,                 1.2195,                 0.9084,                0.59342,                 0.6231,                 0.4762,                 1.0314,                0.79676,                 1.3146,              0.0028691,              0.0028691,              0.0028691
                     61,                0.95044,                0.76318,                 1.2641,                 0.9084,                0.59342,                 0.6231,                 0.4762,                 1.0314,                0.79676,                 1.3146,              0.0028015,              0.0028015,              0.0028015
                     62,                 1.0335,                0.73398,                 1.2234,                0.92072,                0.56792,                0.61995,                0.49343,                 0.9296,                0.81751,                 1.2617,              0.0027338,              0.0027338,              0.0027338
                     63,                0.89194,                0.71186,                 1.2228,                0.92072,                0.56792,                0.61995,                0.49343,                 0.9296,                0.81751,                 1.2617,              0.0026662,              0.0026662,              0.0026662
                     64,                0.85083,                0.65676,                 1.1947,                0.93789,                0.57587,                0.62475,                0.47198,                 1.0209,                0.79345,                 1.2867,              0.0025985,              0.0025985,              0.0025985
                     65,                 1.1793,                 0.7847,                 1.2312,                0.93789,                0.57587,                0.62475,                0.47198,                 1.0209,                0.79345,                 1.2867,              0.0025309,              0.0025309,              0.0025309
                     66,                0.98625,                0.72036,                 1.2328,                0.94086,                 0.5748,                 0.6295,                0.49496,                0.88604,                0.74955,                 1.2013,              0.0024632,              0.0024632,              0.0024632
                     67,                0.93756,                0.68372,                 1.2031,                0.94086,                 0.5748,                 0.6295,                0.49496,                0.88604,                0.74955,                 1.2013,              0.0023956,              0.0023956,              0.0023956
                     68,                0.80704,                0.67704,                 1.2228,                0.95183,                0.59495,                0.63366,                0.51199,                0.83455,                0.71412,                 1.1901,               0.002328,               0.002328,               0.002328
                     69,                0.88933,                0.68222,                 1.2063,                0.95183,                0.59495,                0.63366,                0.51199,                0.83455,                0.71412,                 1.1901,              0.0022603,              0.0022603,              0.0022603
                     70,                 0.9445,                0.65824,                 1.1962,                0.96553,                0.59571,                 0.6325,                0.49942,                0.87666,                0.69678,                 1.2169,              0.0021927,              0.0021927,              0.0021927
                     71,                0.84337,                0.66198,                 1.2069,                0.96553,                0.59571,                 0.6325,                0.49942,                0.87666,                0.69678,                 1.2169,               0.002125,               0.002125,               0.002125
                     72,                0.77681,                0.65213,                 1.1785,                0.96744,                0.60576,                0.63375,                0.50777,                 0.8002,                0.67013,                 1.1821,              0.0020574,              0.0020574,              0.0020574
                     73,                0.99561,                0.68552,                 1.2029,                0.96744,                0.60576,                0.63375,                0.50777,                 0.8002,                0.67013,                 1.1821,              0.0019898,              0.0019898,              0.0019898
                     74,                0.80485,                0.65077,                  1.205,                0.97059,                0.61027,                0.63242,                 0.5196,                0.76204,                0.64731,                  1.172,              0.0019221,              0.0019221,              0.0019221
                     75,                 0.8442,                0.63394,                 1.1626,                0.97059,                0.61027,                0.63242,                 0.5196,                0.76204,                0.64731,                  1.172,              0.0018545,              0.0018545,              0.0018545
                     76,                0.92229,                0.67709,                 1.1704,                0.96607,                 0.6162,                0.63155,                0.51683,                0.80473,                0.65622,                 1.1981,              0.0017868,              0.0017868,              0.0017868
                     77,                0.83127,                0.61831,                 1.1573,                0.96607,                 0.6162,                0.63155,                0.51683,                0.80473,                0.65622,                 1.1981,              0.0017192,              0.0017192,              0.0017192
                     78,                0.78109,                0.60506,                 1.1528,                0.96458,                0.61454,                0.63144,                0.52545,                0.74197,                0.62424,                 1.1585,              0.0016515,              0.0016515,              0.0016515
                     79,                0.92755,                0.65078,                 1.1553,                0.96458,                0.61454,                0.63144,                0.52545,                0.74197,                0.62424,                 1.1585,              0.0015839,              0.0015839,              0.0015839
                     80,                0.70861,                 0.6668,                 1.1705,                0.97762,                0.59323,                0.62938,                0.51405,                0.74301,                0.61816,                 1.1467,              0.0015163,              0.0015163,              0.0015163
                     81,                0.83584,                0.64046,                 1.1655,                0.97762,                0.59323,                0.62938,                0.51405,                0.74301,                0.61816,                 1.1467,              0.0014486,              0.0014486,              0.0014486
                     82,                0.85471,                0.61183,                  1.148,                0.97056,                0.58186,                0.62569,                0.52587,                0.69118,                0.61715,                 1.1522,               0.001381,               0.001381,               0.001381
                     83,                0.77228,                0.60575,                 1.1586,                0.97056,                0.58186,                0.62569,                0.52587,                0.69118,                0.61715,                 1.1522,              0.0013133,              0.0013133,              0.0013133
                     84,                0.81681,                0.60971,                 1.1622,                0.96831,                0.59827,                0.62756,                0.51001,                0.80214,                0.61262,                 1.1945,              0.0012457,              0.0012457,              0.0012457
                     85,                0.86227,                0.62216,                 1.1716,                0.96831,                0.59827,                0.62756,                0.51001,                0.80214,                0.61262,                 1.1945,               0.001178,               0.001178,               0.001178
                     86,                0.83015,                0.63936,                 1.1722,                0.97543,                0.58948,                0.62907,                0.51756,                0.76194,                0.58787,                 1.1706,              0.0011104,              0.0011104,              0.0011104
                     87,                0.79551,                0.62692,                 1.1426,                0.97543,                0.58948,                0.62907,                0.51756,                0.76194,                0.58787,                 1.1706,              0.0010428,              0.0010428,              0.0010428
                     88,                0.71165,                0.59289,                  1.145,                0.95092,                0.60557,                0.62889,                0.52535,                0.73167,                0.56547,                 1.1571,             0.00097512,             0.00097512,             0.00097512
                     89,                 0.7504,                0.60086,                 1.1444,                0.95092,                0.60557,                0.62889,                0.52535,                0.73167,                0.56547,                 1.1571,             0.00090747,             0.00090747,             0.00090747
                     90,                0.77865,                0.56647,                 1.1333,                0.94501,                0.60635,                0.63123,                0.52085,                0.74331,                0.56663,                 1.1646,             0.00083983,             0.00083983,             0.00083983
                     91,                0.68536,                0.66341,                 1.1382,                0.94501,                0.60635,                0.63123,                0.52085,                0.74331,                0.56663,                 1.1646,             0.00077219,             0.00077219,             0.00077219
                     92,                0.71291,                0.73589,                 1.1358,                0.95493,                 0.6002,                0.63008,                0.51912,                0.75022,                0.58838,                 1.1569,             0.00070455,             0.00070455,             0.00070455
                     93,                 0.6846,                0.62621,                 1.1231,                0.95493,                 0.6002,                0.63008,                0.51912,                0.75022,                0.58838,                 1.1569,              0.0006369,              0.0006369,              0.0006369
                     94,                0.74459,                0.66034,                 1.1611,                0.96762,                0.60453,                0.63059,                0.51864,                0.75698,                0.61026,                 1.1563,             0.00056926,             0.00056926,             0.00056926
                     95,                0.64341,                0.56488,                 1.1199,                0.96762,                0.60453,                0.63059,                0.51864,                0.75698,                0.61026,                 1.1563,             0.00050162,             0.00050162,             0.00050162
                     96,                0.72814,                0.67584,                 1.1578,                0.94186,                0.61949,                0.62948,                0.51887,                 0.7442,                0.61769,                 1.1525,             0.00043398,             0.00043398,             0.00043398
                     97,                0.89305,                0.68707,                 1.1526,                0.94186,                0.61949,                0.62948,                0.51887,                 0.7442,                0.61769,                 1.1525,             0.00036633,             0.00036633,             0.00036633
                     98,                 0.6821,                0.59728,                 1.1313,                0.94338,                0.61591,                0.63037,                0.52764,                0.71858,                0.60077,                 1.1478,             0.00029869,             0.00029869,             0.00029869
                     99,                0.66198,                  0.593,                 1.1305,                0.94338,                0.61591,                0.63037,                0.52764,                0.71858,                0.60077,                 1.1478,             0.00023105,             0.00023105,             0.00023105
                    100,                0.59825,                0.58277,                 1.0857,                0.94417,                0.61611,                0.63099,                0.52868,                0.70738,                 0.5826,                 1.1501,             0.00016341,             0.00016341,             0.00016341
